préstamo la gruesa ventura,préstamo gruesa ventura latín nauticum fœnus tipo contrato mutuo consiste prestamista entrega dinero bienes fungibles naviero transporte marítimo obligándose naviero
agencia de corredores,agencia corredores firma corredores agencia bolsa simplemente brokerage institución financiera facilita compra venta valores financieros comprador vendedor agencia corredores sirven
presupuesto,llama presupuesto cálculo exposición planificación formulación anticipada ingresos gastos actividad económica plan acción dirigido cumplir objetivo previsto expresado términos financieros
recta de balance,microeconomía entiende recta balance restricción presupuestaria conjunto distintas combinaciones bienes consumidas individuo partiendo determinada renta presupuesto determinados precios bienes elección
presupuesto de azerbaiyán,sistema presupuestario azerbaiyán consta presupuesto estatal república azerbaiyán presupuesto república autónoma najichevan presupuestos locales 1]​ presupuesto incluye plan financiero anuаl
valor ganado,ganado ev mide coste presupuestado cantidad realmente finalizado proyecto magnitudes utilizadas sistema gestión ganado control proyectos
sociedad de préstamo inmobiliario,sociedad préstamo inmobiliario institución financiera propiedad miembros ofrece servicios banca servicios financieros especialmente préstamos hipotecarios término sociedad préstamo inmobiliario inglés
inteligencia empresarial,denomina inteligencia empresarial inteligencia negocios bi inglés business intelligence conjunto estrategias aplicaciones datos productos tecnologías arquitectura técnicas enfocados administración creación
valuación,finanzas valuación valoración activos proceso estimar activo acciones opciones empresas activos intangibles tales patentes marcas registradas pasivo títulos deuda compañía
comprar mantener,comprar mantener estrategia inversión inversor compra acciones dispone objetivo reservas incrementarán gradualmente período 1]​
ratio calmar,ratio calmar medida rendimiento utilizada evaluar commodity trading advisors ctas hedge funds creado terry w young apareció revista futures
línea del mercado de capitales,línea mercado capitales conocida nombre inglés capital market line derivan siglas cml línea tangente trazada punto activo libre riesgo región
bicicleta financiera,bicicleta financiera inglés carry trade bicicleta secas inversión realizada moneda local determinado plazo obtener beneficio moneda extranjera llama carry retorno
zona central de são paulo,denomina comúnmente zona central são paulo región administrada subprefeitura engloba barrios distritos bela vista bom retiro cambuci consolação higienópolis barrio
canciller de la hacienda del reino unido,canciller hacienda chancellor of the exchequer título sostenido ministro británico responsable asuntos económicos financieros simplemente llamado canciller the chancellor titular
impuesto eclesiástico,impuesto eclesiástico impuesto aplicado miembros congregaciones religiosas alemania austria dinamarca finlandia islandia italia suecia partes suiza países
chūō ku osaka,chūō ku 中央区 chūō ku barrios ciudad osaka japón
cirrus red interbancaria,cirrus red interbancaria mundial operada mastercard incorporated fundada une tarjetas mastercard maestro crédito débito prepago tarjetas cirrus cajero automático red
collar finanzas,finanzas collar instrumento cobertura utiliza  préstamos interés variable limitar riesgo subida tipo interés bandas collar operación combinan figuras contratos
garantía real,garantía real diferencia garantía personal contrato negocio jurídico accesorio liga inmediata directamente acreedor cosa especialmente sujeta cumplimiento determinada obligación principal
comisión clasificadora de riesgo,comisión clasificadora riesgo ccr risk rating commission rrc organización chilena creada decreto ley nº finalidad aprobar rechazar instrumentos deuda nacionales
comisión,comisión cantidad cobra transacciones comerciales corresponden porcentaje importe operación departamentos comerciales compañías costumbre remunerar vendedores módulos  fijo corresponde remuneración
committee to re elect the president,committee for the re election of the president comité reelección presidente crp siglas inglés —pero llamado siglas creep[1]​ persona detestable»)—
oniomanía,oniomanía compra compulsiva trastorno psicológico cuyo síntoma deseo desenfrenado comprar necesidad real frecuente personas padecen trastornos ánimo psicopatología suele asociada
compuscan,compuscan agencia calificación crediticia sede sudáfrica proporciona empresas consumidores información crediticia comercial sudáfrica países ámbito africano
riesgo de crédito,riesgo crédito pérdida asume agente económico consecuencia incumplimiento obligaciones contractuales incumben contrapartes relaciona concepto relaciona habitualmente instituciones financieras bancos afecta
riesgo país, riesgo país riesgo inherente inversiones financiaciones país contraste importancia riesgo país operaciones crediticias creció rápidamente desarrollo comercio exterior compañías
arbitraje de tasas de interés,arbitraje tasas interés inglés covered interest arbitrage arbitraje interés cubierto estrategia inversión inversionista compra instrumento financiero denominado moneda extranjera cubre
crédito,crédito contrato crédito operación financiera persona acreedor realiza préstamo cantidad determinada dinero persona deudor compromete devolver cantidad solicitada pago intereses
contracción del crédito,contracción crédito restricción crediticia crisis crédito inglés credit crunch fenómeno financiero consistente reducción dinero disponible prestar —préstamos créditos— repentino incremento
calificación de crédito,calificación crediticia calificación crédito simplemente rating inglés credit rating credit score establece capacidad entidad pagar deuda creditworthiness riesgo conlleva invertir
acreedor,acreedor persona física jurídica legítimamente autorizada exigir pago cumplimiento obligación contraída anterioridad partes quede medios cumplir obligación persiste
micromecenazgo,micromecenazgo crowdfunding financiación colectiva mecanismo colaborativo financiación proyectos prescinde tradicional intermediación financiera consiste contacto promotores proyectos demandan fondos emisión valores
criptomoneda,criptomoneda criptodivisa inglés cryptocurrency criptoactivo digital intercambio utiliza criptografía fuerte asegurar transacciones financieras controlar creación unidades adicionales verificar transferencia activos
ratio de liquidez,ratio liquidez denominada razón corriente relación corriente indicadores liquidez usados objeto verificar posibilidades empresa afrontar compromisos financieros corto plazo 1]​
ciberpolítica,ciberpolítica término empleado académicos analizan profundidad finalidad internet activismo político abarca formas software social incluye periodismo búsqueda fondos blogs construcción
cape,ratio precio beneficio ajustada cíclicamente comúnmente conocida ratio cape shiller medida valuación aplicada usualmente mercado valores s&p ee.uu 1]​ define
identificación de oportunidades de inversión,identificación oportunidades inversión inglés deal sourcing deal origination término utilizado profesionales finanzas gestores capital inversión banqueros inversión describir proceso empresas
obligación finanzas,finanzas corporativas obligación instrumento deuda plazo utilizada compañías pedir dinero prestado tasa fija interés término obligación refería originalmente documento crea
deuda,deuda latín debĭta alguien compromiso pago obligado entidades persona grupo empresa palabra deuda emplea esencialmente devolver dinero deuda económica deuda
relación entre deuda pib,economía relación deuda pib conocida ratio deuda pib simplemente ratio deuda pib cociente deuda pública país producto interno bruto pib
impuestómetro,impuestómetro debt clock inglés contador estadístico medir impuestos país paga instante impuestos contabilizan mes año impuestómetro utiliza normalmente regresión estadística
condonación,condonación remisión quita acto jurídico persona acreedora decide renunciar derecho liberando pago persona deudora
deudor,deudor prestatario persona natural jurídica obligación satisfacer pagar contraída acreedora prestamista origen deuda carácter voluntario deudor decidió libremente comprometerse pago
impago,"impago default finanzas incumplimiento obligaciones legales condiciones préstamo,[1]​ comprador pagar hipoteca corporación gobierno capaz pagar bono llegado madurez impago soberano"
desapalancamiento,desapalancamiento efecto palanca invertido deleveraging inglés contrario apalancamiento economía suele darse periodos crisis actores económicos hogares empresas inversores endeudado beneficiarse
banco de desarrollo,"banco desarrollo financia normalmente tasa interés inferior mercado ventajas llamadas condiciones concesionales""[1]​ —como plazo carencia largo— diferenciarlas condiciones comerciales ofrecidas"
director de finanzas de las islas malvinas,director finanzas islas malvinas inglés director of finance of the falkland islands funcionario gubernamental responsable cuestiones económicas financieras administración británica
desinversión,desinversión enajenación refiere reducción tipo activo firma motivos financieros éticos venta negocio existente desinversión opuesto inversión
rentabilidad por dividendo,rentabilidad dividendo rendimiento dividendo inglés dividend yield ratio financiero muestra porcentaje relación existente dividendo acción repartidos sociedad año precio título
beneficio por acción,beneficio acción utilidades acción rendimiento acción inversiones  bpa medidor utilizado análisis balance medir rentabilidad acción periodo determinado cálculo realiza
ecoinversión,ecoinversión escrito eco inversión grafía inglesa eco investing español prefijos soldados palabra principal)[1]​ inversión verde forma inversión socialmente responsable realiza
capital económico,capital económico factores producción presentado conjunto bienes necesarios producir riqueza diferencia contabilidad observa capital capital económico mide capital debería -para
mercados emergentes,conoce mercados emergentes países rápido crecimiento actividad económica relaciona crecimiento interno país singularmente incremento notable relaciones comerciales terceros países veintena
financiación medioambiental,financiación medioambiental finanzas medioambientales  instrumentos financieros fideicomisos —trusts— tierras alto ambiental comercio derechos emisión gases efecto invernadero proteger entorno
eurobono,eurobono bono externo euroobligación bono internacional denominado moneda nativa país emite clasificarse moneda emita
acuerdo monetario europeo,monetario europeo  firmado parís agosto administrado organización cooperación desarrollo económicos  sucesor  unión pagos europea
junta europea de riesgo sistémico,junta europea riesgo sistémico jers organismo independiente unión europea encargado velar salvaguarda estabilidad financiera ejercicio supervisión macroprudencial nivel comunitario
ex ante,término escrito exante palabra neolatina significa suceso 1]​ comúnmente mundo comercial resultados acción concreta serie acciones prevén antelación pretende
función de gasto,microeconomía función gasto describe cantidad mínima dinero persona necesita lograr nivel utilidad dada función utilidad precios formalmente función utilidad 
agencia de crédito la exportación,agencia crédito exportación eca siglas inglés export credit agency empresa aseguradora[1]​ creada fomentar comercio internacional préstamos financieros exportadores forma créditos
deuda externa,deuda externa suma deudas país entidades extranjeras compone deuda pública contraída deuda privada contraída empresas particulares
departamento federal de finanzas,departamento federal finanzas dff alemán eidgenössisches finanzdepartement efd francés département fédéral des finances dff italiano dipartimento federale delle finanze dff
ministerio federal de finanzas alemania,ministerio federal finanzas alemán bundesministerium der finanzen abreviado bmf ministerio encargado gestión presupuesto alemán sede ministerio ubica berlín bonn
finanzas,finanzas rama administración economía estudia intercambio  capital individuos empresas incertidumbre riesgo actividades conllevan 1]​ dedica estudio obtención capital inversión
centro financiero,centro financiero alberga grupo proveedores servicios financieros importancia nacional internacional bancos gestores inversiones bolsas valores 2]​ centro financiero prominente describirse
institución financiera,institución financiera  institución facilita servicios financieros clientes miembros probablemente servicios financieros importantes facilitados instituciones financieras actuar intermediario financiero intermediarios
intermediario financiero,intermediario financiero institución persona sirve mediador diversas partes facilitar transacciones financieras tipos intermediarios financieros comunes cuentan bancos comerciales inversión corredores
educación financiera,educación financiera capacidad entender funciona dinero mundo persona obtiene gana administra invierte dona ayudar 1]​ específicamente educación financiera refiere conjunto
planificador financiero,planificador financiero planificador financiero personal profesional prepara planes financieros personas planes financieros cubren gestión flujo caja planificación jubilación planificación inversiones
ratio financiero,ratios financieras llamadas razones financieras indicadores financieros coeficientes razones proporcionan unidades contables financieras medida comparación relación división datos financieros directos
riesgo financiero,riesgo financiero probabilidad evento adverso consecuencias riesgo financiero refiere probabilidad ocurrencia evento consecuencias financieras negativas organización
servicios financieros,incluyen préstamos dinero acciones empresas carácter mundial trasnacionales flujo capital impulsa intercambio comercial sector servicios financieros denominado sector financiero corresponde
sistema financiero,sentido sistema financiero sistema finanzas país formado conjunto instituciones medios mercados cuyo primordial canalizar ahorro generan prestamistas unidades gasto superávit
tecnología financiera,fintech financial technology español tecnología financiera industria financiera aplica tecnología mejorar actividades financieras 1]​ fintech aplicaciones procesos productos modelos negocios
financiarización,financiarización término utilizado ocasiones discusiones capitalismo financiero desarrollado décadas apalancamiento tendido sobrepasar capital mercados financieros tendido dominar economía industrial agrícola
interés fijo,interés fijo tasa interés fijo economía finanzas tasa interés fija acordada contrato establece rentabilidad ahorros costo crédito hipoteca expresa generalmente
fondo de garantía de depósitos españa,españa fondo garantía depósitos fgd fondo financiado bancos cajas ahorro cooperativas crédito banco españa cubrir pérdidas depositantes caso insolvencia entidad
tipo de cambio plazo,tipo cambio plazo[1]​ tipo cambio forward inglés forward exchange rate denominado tasa forward precio forward tipo cambio banco acuerda intercambiar
ministerio de economía finanzas industria,ministerio economía finanzas francia l'économie et des finances cargos ministeriales prominentes gabinete francia ministro título exacto ministerio variado incluido economía
mercado frontera,mercado frontera tipo país vías desarrollo avanzado países desarrollados pequeño considerado mercado emergente término económico acuñado farida khambata corporación financiera
financiación,financiacion  financiamiento acto dotar dinero crédito empresa organización individuo contribución dinero requiere comenzar concretar proyecto negocio actividad generalmente maneras
captación de fondos,captación fondos[1]​ proceso fondos solicitud donaciones particulares empresas fundaciones benéficas agencias gubernamentales expresión captación fondos refiere normalmente esfuerzos reunir fondos
g20 países en desarrollo,g20 grupo países desarrollo conocido g21 g22 g23 g20 grupo naciones desarrollo establecido agosto grupo formalmente surgió 5ª conferencia ministerial
ingreso público,ingresos públicos recursos capta sector público actividades punto vista cuantitativo impuestos suelen constituir principal componente ingresos públicos
griegas finanzas,matemática financiera término griega refiere cantidades representan sensibilidad mercado instrumentos derivados nombre proviene medidas representa letras griegas
producto regional bruto,producto regional bruto producto bruto metropolitano define mercado bienes servicios finales producidos área metropolitana excluidos impuestos netos productos período determinado
inversión en crecimiento,inversión crecimiento estilo estrategia inversión centrado apreciación capital siguen estilo conocidos inversores crecimiento invierten empresas exhiben indicios crecimiento media precio
hm treasury,hm treasury cuya denominación completa her majesty treasury español tesoro majestad departamento gubernamental reino unido responsable desarrollo ejecución políticas fiscal
harambee,harambee tradición keniana eventos auto ayuda comunitaria recaudo fondos actividades desarrollo comunitario
compra plazos,denomina compraventa plazos modalidad compraventa utilizada normalmente bienes duraderos pago precio adquisición difiere serie pagos denominados plazos cuotas abonos ocasiones
mercado de materias primas,mercados materias primas productos básicos inglés commodities mercados mundiales carácter descentralizado negocian productos  manufacturados genéricos nivel diferenciación mundo mercados
inversión,inversión término económico acepciones relacionadas ahorro ubicación capital postergación consumo término aparece gestión empresarial finanzas macroeconomía
mercado de valores,mercado valores tipo mercado capitales operan mundo negocia renta variable renta fija forma estructurada compraventa valores negociables permite canalización capital
regla de hotelling,regla hotelling proposición establece forma explotación social económicamente rentable extracción recurso renovable precio recurso esté determinado ingreso neto marginal venta
ifm investors,ifm investors compañía australiana administración inversiones especializada inversiones deuda infraestructuras capital inversión público privado compañía empresas importantes fondos pensiones[3]​ australianos
pagaré,pagaré documento contable contiene promesa incondicional persona denominada suscriptora deudor pagará persona llamada beneficiario acreedor suma determinada dinero determinado plazo
ingreso,término ingreso básicamente acepciones  cantidades recibe empresa venta productos servicios ingresos empresariales inglés revenue conjunto rentas recibidas ciudadanos inglés
fondo índice,fondo índice fondo inversión renta fija variable replicar comportamiento determinado índice mercado ibex eurostoxx nikkei s&p determinada cesta valores renta
indexación economía,indexación  técnica ajustar pagos ingresos índice precios mantener adquisitivo público inflación desindexación anulación indexación
índice general de la bolsa de valores de colombia,índice bolsa valores colombia igbc índice bursátil representativo colombia creado bolsa valores colombia bvc índice reemplazado índice colcap
indulgencia,doctrina indulgencias concepto teología cristiana católica estrechamente ligado conceptos pecado penitencia remisión purgatorio formulación actual consiste consecuencias pecado pena temporal
inflación,inflación aumento generalizado sostenido nivel precios existentes mercado período periodo  año nivel precios aumenta unidad moneda adquieren bienes servicios
seguro,seguro contrato denominado póliza seguro compañía seguros asegurador obliga cobro prima caso produzca evento cuyo riesgo objeto cobertura indemnizar límites
corredor de seguros,véase seguros desambiguación).un corredor seguros persona actúa intermediario compañías aseguradoras vinculado exclusiva comercializando contratos seguro clientes obtener comisión venta mundo
interés,interés economía finanzas índice utilizado medir rentabilidad ahorros inversiones costo crédito hablara crédito bancario crédito hipotecario compra vivienda
paridad de tasas de interés,paridad tasas interés condición representa equilibrio inversores indiferentes tasas interés disponibles depósitos bancarios países arbitraje 1]​ condición cumpla permite oportunidades
deuda interna,deuda interna deuda nacional pública país cuyos acreedores ciudadanos contraposición deuda externa 1]​ solventarla generación dinero gobierno vía préstamo obtener
tasa interna de retorno,tasa interna retorno tasa interna rentabilidad tir inversión media geométrica rendimientos futuros esperados dicha inversión implica oportunidad reinvertir términos simples
economía internacional,economía internacional objeto estudio movimientos económicos realiza país relación resto mundo diversa índole comerciales financieros tecnológicos turísticos punto vista macroeconomía
rotación del inventario,rotación inventario rotación existencias parámetros utilizados control gestión función logística departamento comercial empresa rotación contexto expresa número renovado existencias artículo
inversión,inversión término económico acepciones relacionadas ahorro ubicación capital postergación consumo término aparece gestión empresarial finanzas macroeconomía
fondo de inversión,fondo inversión fondo mutuo  institución inversión colectiva iic  consiste reunir fondos distintos inversores naturales jurídicos invertirlos instrumentos financieros
estrategia de inversión,finanzas estrategia inversión conjunto reglas comportamientos procedimientos diseñados orientar inversor selección cartera valores generalmente estrategia diseña torno desventaja riesgo retorno
arbitraje de diferencias inversor estado,arbitraje diferencias inversor conocido isds inglés investor state dispute settlement instrumento derecho internacional público otorga inversor extranjero derecho iniciar procedimiento
exuberancia irracional,exuberancia irracional frase usada antiguo presidente reserva federal ee.uu alan greenspan discurso american enterprise institute for public policy research aei
banca islámica,banca islámica finanzas islámicas referencia sistema banca actividad bancaria respetuoso principios ley islámica sharia aplicación práctica desarrollo economía sociedades islámicas
kantox,empresa sector fintech ofrece soluciones gestión divisas pagos internacionales empresas compañía nace necesidad desintermediar bancos proceso acceso mercado divisas ahorrar
karnit flug,karnit flug hebreo קרנית פלוג nacida enero economista israelí gobernadora banco israel mujer gobernadora banco israel
derecho de superficie,derecho superficie definir derecho real temporal comprende facultad construir suelo vuelo subsuelo derecho apropiarse construido plazo derecho construir conlleva potencialidad
países menos desarrollados,países desarrollado pmd término convencional[1]​ clasificación países nivel desarrollo económico proveniente inglés least developed country ldc definición utilizada naciones unidas
responsabilidad jurídica,responsabilidad jurídica realización jurídica jurídico causada culpabilidad dolosa persona simple acaecimiento desligado culpabilidad responsabilidad objetiva supone nacimiento obligaciones imputado nacimiento
expoliación legal,expoliación legal idioma actual traducible saqueo legal pensamiento economista frédéric bastiat hallazgo constituía máquina diseñado específicamente robar propiedad personas consentimiento
carta de crédito,carta crédito crédito documentario pago emitido entidad solvente generalmente banco carta crédito independiente contrato origen
apalancamiento,apalancamiento relación crédito capital invertido operación financiera crédito apalancamiento menor inversión capital
línea de crédito,línea crédito forma crédito otorgado gobierno empresa individuo banco tipo entidad financiera similar adoptar formas esencia bancaria dinero cliente disponer
riesgo de liquidez,problemas importantes bancos instituciones financieras resolver diario calcular dinero mantener efectivo pagar obligaciones mayoría provienen recuperación cartera proveedores fondos entregado
anexo deuda externa por país,lista países deuda externa deuda pública privada adeudada residentes reembolsables monedas bienes servicios aceptados internacionalmente deuda pública dinero crédito adeudado
anexo inversores en bernard l madoff investment securities,bernard l madoff investment securities llc compañía inversión privada sede york perdió miles millones dólares escándalo inversión piramidal fraude responsable
ratio préstamo valor,ratio préstamo valor[1]​ inglés loan to value ratio abreviadamente ltv expresa cantidad derecho retención hipoteca porcentaje tasación bienes inmuebles prestatario
acuerdo de londres de sobre la deuda alemana,deuda externa alemana londres consistió quita anulación deuda externa alemana deudas contraídas período entreguerras guerra mundial guerra mundial deudas resultantes
posición larga,posición larga venta larga simplemente inglés long position long expresión empleada mercados valores referirse comprado instrumento financiero esperanza precio incrementará
tendencias de mercado,denomina tendencia mercado tendencia mercado mueve dirección particular intervalo llama tendencia principal corresponde plazo intermedia plazos medianos inmediata corta duración
marusi,marusi griego μαρούσι conocida maroussi amarousion amaroussion ciudad dormitorio nordeste atenas grecia municipios cinturón atenas complejo olímpico deportes atenas complejo
deuda médica,deuda médica refiere deuda contraída personas costos atención salud gastos relacionados deuda médica formas deuda suele incurrir accidentalmente culpabilidad
unidades de inversión,unidades inversión udi unidades establece banco méxico solventar obligaciones créditos hipotecarios acto mercantil financiero comenzaron utilizar méxico crisis económica sofoles
capital mezzanine,capital mezzanine deuda mezzanine español deuda intermedia término financiero designa deuda riesgo cuya devolución sujeta deuda senior tipo deuda arriesgado
milla de oro de san juan,usos milla dorada milla oro lit milla dorada apodo tramo milla avenida ponce león hato rey san juan puerto rico
ministerio de economía empresa,ministerio economía empresa mineco españa actual departamento ministerial competencias economía empresa telecomunicaciones titular nadia calviño
ministerio de economía finanzas italia,ministerio economía finanzas italiano ministero dell'economia delle finanze sigla mef importantes influyentes carteras gobierno república italiana tarea controlar gastos públicos
ministerio de economía finanzas perú,ministerio economía finanzas perú organismo encargado planeamiento ejecución política económica peruano finalidad optimizar actividad económica financiera establecer actividad macroeconómica lograr
ministerio de finanzas azerbaiyán,ministerio finanzas república azerbaiyán azerbaiyano azərbaycan respublikası maliyyə nazirliyi órgano ejecutivo azerbaiyán garantiza realización política financiera única gstión activos financieros
ministerio de hacienda chile,ministerio hacienda ministerio encargado dirigir finanzas chile encabeza ministro hacienda felipe larraín bascuñán
ministerio de finanzas república checa,ministerio finanzas república checa checo ministerstvo financí české republiky)es ministerio gobierno establecido
ministerio de hacienda brasil,ministerio hacienda ministério fazenda mf portugués órgano estructura administrativa república federativa brasil cuida formulación ejecución política económica nacional administración hacienda
ministerio de hacienda argentina,ministerio hacienda república argentina organismos encargan asistir presidente nación jefe gabinete ministros política económica comercio interior relaciones económicas financieras fiscales
ministerio de hacienda españa,ministerio hacienda hacienda diecisiete departamentos ministeriales divide actual gobierno españa encarga propuesta ejecución política gobierno materia hacienda pública presupuestos gastos
inteligencia de negocios móvil,inteligencia negocios móvil bi móvil inteligencia móvil refiere distribución datos empresariales dispositivos móviles teléfonos inteligentes inglés smartphones tabletas inglés tablet
pago móvil,pago móvil refiere conjunto servicios permiten transacciones financieras teléfonos móviles incluye pago determinados productos servicios transferencia dinero persona persona
auditoría de modelo,auditoría modelo model audit inglés término coloquial  tareas practicadas cabo diligencia debida modelo financiero cara eliminar errores hoja cálculo
tasa única de retorno,tasa única retorno tur conocida tasa interna retorno modificada método valoración inversión permite análisis eficiente casos presentan denominados proyectos convencionales
teorema de modigliani miller,teorema modigliani miller llamado franco modigliani merton miller esencial pensamiento académico moderno estructura financiera empresa teorema afirma compañía ve afectado
sobrante monetario,sobrante monetario inglés money overhang suministro dinero actores sociedad guardan capaces gastarla existencia precios fijos generan falta oferta bienes precio
tasa anual equivalente,finanzas tasa anual equivalente equivalencia tae referencia orientativa coste rendimiento efectivo anual producto financiero independientemente plazo cálculo incluye tasa interés
riesgo moral,riesgo moral concepto económico describe situaciones individuo información asimétrica acerca consecuencias acciones personas soportan consecuencias riesgos asumidos riesgo moral informa
valor actual neto,actual neto conocido  actualizado neto presente neto inglés net present value cuyo acrónimo inglés npv procedimiento permite calcular presente
nihonbashi,nihonbashi 日本橋 literalmente puente japonés nombre barrio negocios perteneciente distrito chūō tokio japón barrio famoso puente nombre pasos importantes ruta
quartier nord, quartier nord neerlandés noordruimte área norte distrito financiero bruselas bélgica défense parís city londres zuidas ámsterdam quartier nord colección
omx nordic,omx nordic omxn40 índice bursátil bolsa regional virtual nordic stock exchange índice cotizado peso compañías forman creado octubre consiste empresas
deuda odiosa,deuda odiosa deuda execrable deuda ilegítima deuda injusta derecho internacional teoría jurídica puesta práctica numerosas historia sostiene deuda externa gobierno
ofertorio,ofertorio misa presentan dios especies -el pan vino- ofrecer sacrificio eucaristía ofertorio nombre erróneamente conocido liturgia eucarística misa católica realidad
margen operativo,negocios margen operativo conocido margen ingreso operativo margen beneficio operativo margen ebit rendimiento ventas ros relación ingreso operativo beneficio operativo
ortigas center,ortigas center distrito financiero situado municipios pásig mandaluyong ciudad quezón región manila filipinas superficie hectáreas distrito financiero importante manila makati
mercado extrabursátil,"mercado extrabursátil,[1]​ mercado over the counter otc mercado paralelo organizado[1]​ mercado contratos medida[1]​ negocian instrumentos financieros acciones bonos materias primas"
descubierto,sobregiro situación corriente cartilla ahorro libreta ahorros saldo menor cero negativo cliente gastado dinero dinero banco
ratio precio valor contable,ratio precio contable ratio vc ratio financiera usada comparar precio mercado actual empresa contable cálculo realizarse maneras resultado formas
ratio peg,ratio peg price earnings to growth precio beneficio crecimiento medición relaciona mercado acción beneficios acción bpa eps inglés crecimiento futuro
paradeplatz,paradeplatz plaza bahnhofstrasse centro ciudad zúrich[1]​ suiza 2]​ parada tranvía paradeplatz servida líneas
avenida paulista,avenida paulista lugares importantes ciudad são paulo capital nombre límite zona centro sur central occidental zonas altas ciudad llamado cima
pay back,pay back denominado periodo maduración llamados métodos selección estáticos técnica empresas hacerse idea aproximada tardarán recuperar desembolso inicial invertido proceso
proveedor de servicios de pago,proveedor servicios pago[1]​ psp empresa encarga integración métodos pago línea tiendas comercio electrónico destacan paypal mastercard visa american express
préstamo entre particulares,préstamo particulares conocido inglés peer to peer lending social lending crowdlending refiere préstamos ofertados particulares particulares intervención institución financiera tradicional
pensión,pensión llamado seguro subsidio relación seguro social seguridad social pago temporal vida recibe persona situación establecida ley país acreedora cantidad
óbolo de san pedro,denario óbolo san pedro latín denarius sancti petri donaciones diócesis cristianos católicos mundo entero papa roma colecta efectuada años comunidades
riesgo país, riesgo país riesgo inherente inversiones financiaciones país contraste importancia riesgo país operaciones crediticias creció rápidamente desarrollo comercio exterior compañías
cartera de valores,cartera inversiones cartera valores determinada combinación activos financieros invierte cartera inversiones compuesta combinación instrumentos renta fija renta variable
precariedad derecho,"precariedad posesión precaria,[nota 1]​ ocupación precaria tenencia precaria simplemente precario latín precarĭus preces ruego súplica’ institución jurídica común países descendientes"
ratio precio beneficio,ratio precio beneficio per inglés price to earnings ratio ratio relación precio beneficios razón geométrica análisis fundamental empresas especialmente cotizan
capital inversión,"capital inversión idioma inglés private equity,[1]​ tipo actividad financiera consiste adquisición entidad especializada capital inversión paquete mayoritario acciones sociedad entidad"
