administrateur judiciaire,droit français administrateur judiciaire auxiliaire justice désigné tribunal lorsqu' entreprise objet procédure redressement judiciaire procédure sauvegarde chargé défendre intérêts société
secteurs institutionnels,secteur institutionnel ensemble unités institutionnelles fonction économique principale
investisseur institutionnel,investisseurs institutionnels organismes collecteurs épargne engagements actifs régis texte législatif réglementaire rendements tirés investissements permettent couvrir engagements moyen long terme
assurance,assurance service fournit prestation survenance événement incertain aléatoire appelé risque prestation généralement financière destinée individu association entreprise échange perception cotisation
courtier d' assurances,courtier assurances courtier assurances commerçant indépendant servant intermédiaire opération commerciale compagnie assurances consommateur final
intérêt finance,finance intérêt rémunération prêt forme généralement versement périodique emprunteur prêteur prêteur prix renonciation temporaire liquidité
parité des taux d' intérêt,parité taux intérêt couverte couverte identités définissent lien taux intérêt taux change
dette intérieure,terme dette intérieure dette interne dette domestique désigne ensemble créances détenues agents économiques résidents état souverain état ajoutée dette extérieure
taux de rentabilité interne,taux rentabilité interne tri tir taux actualisation annule valeur actuelle nette série flux financiers général relatifs projet investissement initial suivi
international financial services centre,ifsc international financial services centre centre affaires irlandais situé centre dublin capitale irlande
association fiscale internationale,association fiscale internationale international fiscal association fondée siège situé pays-bas
finance internationale,finance internationale branche sciences économiques étudie flux capitaux pays
modèle intertemporel d' évaluation des actifs,modèle intertemporel évaluation actifs medaf intertemporel icapm détermine rendement théorique actif financier investisseurs intéressés fortune fin période modèle medaf capm
rotation de stock,rotation stock indicateurs utilisés fonctions contrôle gestion logistique rotations calculées monde financier exprime durée quantité stock
investissement,vocabulaire comptabilité nationale investissement formation brute capital fixe abrégé fbcf agents économiques  entreprises valeur biens durables acquis utilisés an
fonds de placement,fonds placement fonds investissement organisme détention collective actifs financiers intérêt gestion collective bénéficier gestionnaires placements professionnels économies échelle coûts transaction
investisseur,investisseur physique morale alloue part capital disponible attente investissement investir actions obligations produits dérivés devises matières premières immobilier actif
mécanisme de règlement des différends entre investisseurs et états,mécanisme règlement différends investisseurs états anglais investor state dispute settlement isds abrégé instrument présent traités libre-échange entreprises attaquer état tribunal
profil boursier,profil boursier concept finance comportementale traduit mode comportement titre coté généralement action style décisions boursières investisseur
exubérance irrationnelle,exubérance irrationnelle irrational exuberance expression utilisée ancien responsable fed alan greenspan discours donné american enterprise institute bulle internet années expression
finance islamique,finance islamique fondée principes loi islamique chari' cherche transmettre vision justice équité transparence finance islamique distingue finance conventionnelle mise idée
ivar kreuger,ivar kreuger mars kalmar comté kalmar suède mars paris homme affaires suédois fut industriels européens influents guerres grâce activités production
jone kubuabola,ratu jone kubuabola né septembre mort septembre homme politique fidjien gouverneur banque réserve fidji ans engage politique devient ministre finances
journal of financial economics,journal of financial economics jfe revue anglophone comité lecture consacrée économie financière théorique pratique fondée considérée revues financières importantes journal
karnit flug,karnit flug née pologne janvier gouverneur banque israël succède stanley fischer terme mois tergiversations tête gouvernement israélien
pénalité droit,pénalité droit contrats droit affaires droit public type sanction applicable exécution contrat cas manquement contractant vis-à-vis obligations rapport maître ouvrage
bail à rente,xve xviiie siècle bail rente appelé bail rente foncière bail héritage mot ici sens foncier contrat aliénation immeuble généralement terre
sale and leaseback,cession-bail leaseback anglais diminutif sale and leaseback transaction financière cours entité vend actif récupère location longue durée entité continue utiliser
droit de superficie,droit superficie lat superficies appelé droit superficiaire modalité droit propriété appliquée division immobilier tréfoncier dominus soli superficiaire superficiarius
pays les moins avancés,pays avancés pma catégorie pays créée organisation nations unies onu regroupant pays développés socio économiquement planète présentent indices développement humain
spoliation légale,spoliation légale pensée économiste frédéric bastiat conclusion état constituait grande machine conçue spécifiquement voler propriété personnes consentement sûr transférer terme
risque juridique,proposition définition risque juridique type risque lié droit règle droit risque correspondre   absence trop-plein règles applicables situation activité
lettre de crédit,lettre crédit appelée accréditif crédit documentaire crédoc document prouvant engagement paiement souscrit banque acheteur vis-à-vis vendeur banque engage document payer
effet de levier,levier financier terme général désigner technique destinée multiplier profits pertes techniques courantes levier endettement achat actifs long terme produits dérivés
lex monetae,lex monetae phrase latine signifie état souverain choisit devise utiliser applications monétaires devise déterminées lois pays émetteur concept identifié problème
règlement du vivant,règlement vivant english life settlement cession tiers vivant assuré police assurance vie vigueur prix supérieur valeur rachat bénéfice net décès
ligne de crédit,ligne crédit appelée également credit facility tranche autorisation droit tirages donnée banque emprunteur tirer fonds jusqu' plafond fixé période donnée
bilan de liaison,bilan liaison calcul étapes permettant déterminer qualité liaison détails varient nature média hertzien ligne fibre optique type signaux modulation principe
crise de liquidité,crise liquidité crise illiquidité désigne phénomène cours état entreprise dispose liquidités nécessaires faire face engagements crise solvabilité entreprises états faire
risque de liquidité,risque liquidité concerne placements financiers difficiles liquider c’est-à-dire vendre rapidement
liste des normes internationales d' information financière,liste normes internationales information financière connues nom anglais international financial reporting standards ifrs comprend types textes définition large donnée ias
sigles financiers,sigles financiers utilisés finance présentés ci-dessous ordre alphabétique liste comprend sigles acronymes usuels anglophones francophones germanophones
liste de pays par dette extérieure,liste pays dette extérieure total dettes publiques privées dues non-résidents remboursables monnaies internationales biens services dette publique due niveaux gouvernements
liste des investisseurs de bernard l madoff investment securities,investisseurs confié argent argent société véreuse bernard l madoff investment securities llc perdu milliards dollars affaire scandale bernard madoff fraude
rapport prêt valeur,rapport prêt valeur terme financier utilisé prêteur exprimer ratio prêt valeur actif acheté
garantie de prêt,garantie prêt promesse faite garant assumer créance emprunteur rembourser défaut paiement aval type garantie crédit pratiqué effets commerce
accord de londres sur les dettes,accord londres dettes extérieures allemandes connu accord londres dettes allemand londoner schuldenabkommen traité allégement dette république fédérale allemagne pays créanciers
sinistralité,taux sinistralité notion gestion risque assurance assureur ratio financier montant sinistres dédommager primes encaissées domaine principe taux inférieur couvrir coûts
anomalie de marché,anomalie marché concept théorie néoclassique désignant situations conditions marché correspondraient cas théorique concurrence parfaite rationalité parfaite résultat prix observé prix
neutre au marché,neutre marché caractère stratégie investissement portefeuille tentent éviter exposé forme risque marché exemple couverture risque évaluer neutralité marché nécessaire spécifier
portefeuille de marché,portefeuille marché portefeuille constitué somme pondérée actifs marché pondéré proportion marché hypothèse nécessaire actifs divisible infini
tendance économie,recherche tendances statistiques pratiquée économie tendance conjoncturelle finance prix volumes rendements etc ex marché haussier marché baissier
maroússi,maroúsi maroússi grec moderne μαρούσι anciennement amaroúsion katharévousa ἀμαρούσιον amaroúsio grec moderne αμαρούσιο dème situé nord athènes périphérie attique grèce
opcvm nourricier,opcvm nourricier actif investi totalité permanence parts actions opcvm maître instruments financiers terme liquidités
maturité finance,maturité maturité résiduelle finance désigne temps sépare date obligation émise date valeur nominale obligation remboursée revanche terme maturité anglicisme
media for equity,media for equity modèle investissement alternatif permettant offrir visibilité jeunes entreprises échange capital
dette mezzanine,dette mezzanine terme financier désigne dette risquée remboursement subordonné dette senior conséquent davantage rémunérée
middle office,middle office service institution financière bancaire créé assigner rôle distinct complémentaire dévolus front office back office vocabulaire économique financier délégation
ministère de l' économie et des finances espagne,ministère économie finances espagne ministerio economía hacienda españa département ministériel responsable politique économique finances publiques espagne siège central ministère situait
ministère de l' économie et des finances italie,ministère économie finances ministero dell' economia delle finanze italien gouvernement italien chargé mise œuvre politique économique financière budgétaire nationale dirigé
ministère de l' économie et des finances pérou,ministère économie finances département chargé politique économique état péruvien but consiste améliorer activité économique financier pays mission régulation activité macroéconomique
ministère de la stratégie et des finances,ministère stratégie finances ministère sud-coréen chargé économie finances budget planification portefeuille actuellement détenu yoo
ministère des finances algérie,ministère finances ministère finances algérie ministère siège immeuble ahmed francis ben aknoun alger
ministère fédéral des finances autriche,ministère fédéral finances bundesministerium für finanzen bmf département ministériel chargé finances publiques partie politique économique fédérales autriche dirigé décembre conservateur
ministère des finances de la république tchèque,ministère finances république tchèque tchèque ministerstvo financí české republiky département ministériel tchèque chargé politique budgétaire fiscale gestion propriétés publiques dirigé
ministère des finances danemark,ministère finances danois finansministeriet ministère danois supervise budget pays dirigé kristian jensen novembre
ministère des finances japon,ministère finances 財務省 zaimu shō départements ministériels cabinet japon officiellement traduit anglais ministry of finance mof créé janvier réorganisation cabinet
ministère des finances pays-bas,ministère finances département ministériel néerlandais supervise budget royaume pays-bas dirigé wopke hoekstra octobre
ministère des finances ontario,ministère finances ministère cabinet ontario responsabilité occuper budget annuel province poste trésorier ontario
ministère des finances pologne,ministère finances polonais ministerstwo finansów république pologne dirigé ministre finances ministre finansów partie gouvernement pologne pouvoirs responsabilités préparation exécution contrôle
ministère des finances suède,ministère finances finansdepartementet ministère gouvernement suédois tête trouve ministre finances finansminister
ministère des finances tunisie,ministère finances ministère tunisien chargé gestion finances pays dirigé ridha chalghoum septembre
ministère de l' action et des comptes publics,gouvernement français ministre chargé budget également chargé fonction publique réforme état ministre exercice ministre délégué secrétaire état auprès ministre économie
ministère des finances espagne,ministère finances espagnol ministerio hacienda département ministériel responsable gestion finances publiques budget état espagne ministre actuelle socialiste maría jesús montero
paiement mobile,paiements mobiles connus noms argent mobile transfert argent mobile portefeuille porte-monnaie mobile transactions effectuées téléphone mobile débitées carte bancaire facture
théorème de modigliani miller,théorème modigliani miller théorèmes fondamentaux finance entreprise moderne affirme monde taxes exonéré coûts transaction hypothèse efficience marchés valeur actif économique
moneo,moneo système porte-monnaie électronique utilisé france adossé carte bancaire constituer carte dédiée usage
institution financière monétaire,union européenne institutions financières monétaires ifm institutions créant monnaie définition comprend banque centrale européenne bce banques centrales nationales bcn établissements
taeg,taux annuel effectif global taeg exprime coût crédit forme indicateur normalisé comparaison crédits caractéristiques
